Obs	Salario Experiencia Sexo
1	1.93077	0	F
2	3.17692	17	F
3	2.27692	5	F
4	3.13077	15	F
5	2.77692	9	F
6	3.09231	15	F
7	2.65385	8	F
8	2.22308	5	F
9	2.85385	13	F
10	3.23077	20	F
11	2.82308	11	F
12	1.90769	1	F
13	2.53846	6	M
14	2.56923	7	M
15	4.22308	23	M
16	4.09231	20	M
17	3.6	18	M
18	4.70769	27	M
19	3.14615	11	M
20	2.99231	10	M
21	4.74615	29	M
22	4.11538	23	M
23	2.36154	4	M
24	4.09231	22	M
25	4.50769	25	M
26	2.90769	9	M
27	4.48462	25	M
